wort,hitler,trump,biden,bush,obama
a,3,7,8,0,1
aa,0,1,0,0,0
aah,0,7,0,0,0
aarp,0,0,2,2,0
aback,1,0,0,0,0
abandon,11,0,2,9,6
abandoned,14,12,8,1,1
abandoning,3,4,0,2,0
abandonment,1,0,0,2,1
abate,0,0,1,0,0
abated,0,0,1,0,0
abbas,0,0,0,1,3
abbey,0,0,1,0,0
abbot,1,0,0,0,0
abbott,0,6,0,0,0
abbottabad,0,0,0,0,1
abbreviated,0,1,0,0,0
abbreviations,0,1,0,0,0
abby,0,0,1,0,0
abc,0,19,4,0,0
abdallahs,0,0,0,0,1
abdul,0,63,0,0,0
abe,0,10,0,0,0
abernathy,0,0,0,0,1
aberration,4,0,0,0,1
abess,0,0,0,0,1
abet,2,0,0,0,0
abetting,0,0,0,1,0
abettor,2,0,0,0,0
abeyance,1,0,0,0,0
abhor,1,0,0,0,1
abhorrent,1,0,0,0,0
abhors,1,0,0,0,0
abide,0,2,1,0,6
abided,0,0,1,0,0
abides,0,0,0,0,1
abiding,1,18,0,0,2
abigail,0,0,1,0,0
ability,52,7,58,14,41
abject,3,0,0,0,0
abjuration’,1,0,0,0,0
ablaze,0,1,0,0,0
able,145,221,278,40,93
abled,0,0,0,0,1
abler,1,0,0,0,0
ablest,2,0,0,0,0
able…,0,1,0,0,0
ably,1,0,0,1,0
ablyconducted,1,0,0,0,0
abnormal,2,3,0,0,0
aboard,0,2,0,1,0
abode,4,0,0,0,0
abolish,12,25,0,0,0
abolished,11,7,0,0,0
abolishes,0,1,0,0,0
abolishing,6,7,0,0,1
abolition,15,2,0,1,0
abolitionist,0,0,0,0,1
abomination,1,0,0,0,0
aborigine,3,0,0,0,0
aborting,0,0,0,1,0
abortion,2,15,1,2,3
abortive,1,0,0,0,0
about,0,8,3,0,0
about–,0,1,0,0,0
about…,0,10,2,0,0
above,1,0,0,0,0
abraham,0,43,2,3,5
abram,0,1,0,0,0
abrams,0,30,0,0,0
abreast,2,0,0,0,0
abroad,13,9,8,28,36
abrogated,1,0,0,0,0
abrupt,1,0,0,0,0
abruptly,1,0,0,0,1
absence,2,1,0,1,9
absent,2,0,0,0,1
absentee,0,33,0,0,0
absenteeism,0,0,1,0,0
absolute,36,48,5,1,1
absolutely,42,131,14,5,24
absolutely…,0,1,0,0,0
absolutism,0,0,0,0,1
absolve,1,0,0,0,0
absolves,1,0,0,0,0
absorb,2,0,1,0,1
absorbed,0,1,0,0,0
absorbs,1,0,0,0,0
abstain,2,0,0,0,0
abstinence,0,0,0,3,0
abstract,18,0,1,0,2
absurd,36,1,0,0,0
absurdity,17,1,0,0,0
abu,0,0,0,3,0
abuja,0,0,0,1,0
abundance,5,0,0,0,1
abundant,3,0,1,0,0
abuse,6,41,12,4,18
abused,5,10,2,1,0
abuser,0,5,1,0,0
abusing,2,4,0,0,0
abusive,1,3,0,0,2
abuts,0,0,0,1,0
abyss,1,2,1,0,0
ac,0,1,0,0,0
aca,0,0,1,0,0
academia,0,1,2,1,1
academic,2,1,2,0,0
academically,1,0,0,0,0
academy,4,2,0,6,3
accelerate,0,2,17,2,7
accelerating,0,0,9,0,1
accelerator,0,0,1,0,0
accent,1,2,0,0,0
accept,27,33,10,16,28
acceptable,2,10,1,3,3
acceptance,8,2,0,1,4
accepted,33,9,2,5,4
accepting,3,2,0,3,4
accepts,1,0,2,1,2
access,0,13,75,11,32
accessed,0,0,0,0,1
accessible,2,0,4,2,2
accessing,0,0,1,0,1
accessory,1,0,0,0,0
accident,6,4,17,1,2
accidental,1,0,1,0,0
accidentally,0,0,1,0,0
acclaim,1,0,0,0,0
acclaimed,1,0,0,0,0
accolade,0,2,0,0,0
accommodate,1,0,0,0,0
accommodating,1,0,0,1,0
accommodation,2,0,0,0,1
accompanied,4,0,0,1,1
accompanies,0,0,0,0,1
accompaniment,3,0,0,0,0
accompany,1,0,1,2,2
accompanying,2,2,0,0,0
accompli,2,0,0,0,0
accomplice,3,3,0,0,0
accomplish,8,0,3,2,10
accomplished,15,8,6,8,4
accomplishing,5,2,0,0,0
accomplishment,5,4,1,6,3
accord,13,26,4,0,1
accordance,22,0,0,0,0
accorded,4,0,0,0,0
according,63,28,30,3,3
accordingly,35,0,1,0,0
account,73,12,11,50,12
accountability,0,26,3,11,7
accountable,1,32,11,6,29
accountant,0,4,1,0,3
accounted,0,0,0,4,0
accounting,1,5,8,3,1
account—to,0,0,0,0,1
account…,0,1,0,0,0
accredit,2,0,0,0,0
accredited,1,0,0,0,0
accrue,0,0,0,0,1
accrued,1,0,0,0,1
accruing,3,0,0,0,0
accumulate,1,1,1,2,0
accumulated,2,1,2,1,2
accumulates,0,0,0,1,0
accumulation,0,0,0,0,2
accuracy,3,2,0,0,1
accurate,2,40,4,0,1
accurately,6,3,1,0,2
accursed,2,0,0,0,0
accusal,0,1,0,0,0
accusation,2,1,0,0,0
accuse,0,1,0,0,0
accused,4,4,0,0,0
accuser,2,0,0,0,0
accusing,0,2,0,0,0
accustom,1,0,0,0,0
accustomed,8,0,0,0,1
ace,0,2,0,0,0
aced,0,13,0,0,0
ache,0,0,4,0,0
ached,1,0,0,0,0
achievable,0,0,3,0,4
achieve,29,8,10,26,43
achieved,47,57,1,20,11
achievement,33,22,5,24,14
achieves,1,0,1,2,0
achieving,3,0,4,3,4
achilles,0,0,1,0,0
aching,1,0,0,0,1
acid,3,2,0,1,0
acidwashed,0,1,0,0,0
acknowledge,10,3,12,2,17
acknowledged,8,6,4,0,1
acknowledges,1,1,4,0,0
acknowledging,1,2,2,0,3
acknowledgment,2,0,0,0,3
acne,0,0,0,0,1
acquaintance,7,0,0,0,0
acquainted,12,0,0,0,0
acquiesce,2,0,0,0,0
acquire,18,0,1,3,0
acquired,28,0,4,0,1
acquires,8,0,0,0,0
acquiring,11,0,0,0,1
acquisition,19,0,1,0,0
acquit,1,0,0,0,0
acquitted,0,0,0,0,1
acre,0,5,14,1,3
acreage,0,1,0,0,0
acrimony,0,0,0,0,1
acronym,0,0,3,0,0
acropolis,1,0,0,0,0
across,5,148,146,74,114
acrosstheboard,0,0,0,0,1
act,74,139,145,120,133
acted,16,7,3,19,8
acting,19,12,8,9,10
acting…,0,1,0,0,0
action,98,45,100,52,108
activate,0,0,1,0,1
activated,0,2,4,1,0
activates,0,0,1,0,0
activation,0,0,1,0,0
active,53,5,9,11,5
actively,2,4,5,1,2
activist,0,14,7,4,3
activities’,1,0,0,0,0
activity,110,5,8,7,6
actor,1,6,6,0,0
actual,23,13,5,0,3
actuality,0,1,0,0,0
actually,45,657,39,5,44
actuated,1,0,0,0,0
act§,0,0,1,0,0
act—and,0,0,0,1,0
act—not,0,0,0,0,1
acuity,0,0,1,0,0
acumen,4,0,0,0,0
acute,2,0,1,1,1
acutely,0,0,1,0,0
ad,0,27,2,0,1
ada,0,15,0,0,0
adage,1,0,0,0,0
adam,0,48,2,0,3
adamant,1,0,0,0,0
adapt,3,0,4,0,8
adaptability,1,0,0,0,0
adaptation,3,0,8,0,0
adapted,7,0,0,0,0
adapting,0,0,0,2,1
add,8,67,32,16,22
added,10,46,22,6,11
adderholt,0,1,0,0,0
addict,0,1,0,0,0
addicted,0,1,0,6,0
addiction,0,0,1,5,5
adding,1,4,16,4,9
addison,0,1,0,0,0
addition,11,74,28,10,4
additional,4,19,59,18,23
additionally,0,2,4,1,0
additive,0,0,1,0,0
address,10,25,34,45,63
addressed,10,0,2,5,2
addressing,3,2,14,5,6
adena,0,0,1,0,0
adept,2,0,0,0,0
adequacy,0,0,0,0,1
adequate,15,0,5,1,1
adequately,7,0,0,0,2
aderholt,0,2,0,0,0
adhere,1,1,0,2,4
adhered,1,0,0,0,0
adherence,3,0,1,0,0
adherent,41,0,0,0,1
adhering,0,3,0,0,3
adhesion,3,0,0,0,0
adjacent,1,0,1,0,0
adjourn,1,0,0,0,0
adjourning,0,0,0,1,0
adjudicate,0,3,0,0,0
adjudicated,0,2,0,0,0
adjudication,0,1,0,0,0
adjust,1,0,1,1,0
adjusted,1,0,0,2,0
adjusting,3,1,0,0,0
adjustment,1,1,1,1,2
adjutant,0,0,0,1,0
adler,2,0,0,0,0
administer,4,0,3,1,1
administered,5,3,5,0,3
administering,1,0,3,1,0
administers,1,0,0,0,0
administration,21,376,126,45,56
administrations—we,0,0,0,0,1
administration…,0,1,0,0,0
administrative,9,0,0,0,3
administrator,2,3,8,4,3
admirable,5,0,0,0,0
admirably,3,0,0,0,0
admiral,0,18,2,3,4
admiration,20,1,1,1,2
admire,1,0,3,1,4
admired,2,6,3,1,1
admirer,0,0,1,1,0
admission,2,6,2,0,0
admit,19,21,6,2,6
admits,3,5,0,0,0
admitted,21,19,1,3,1
admittedly,4,0,0,0,2
admitting,1,3,0,1,2
adnan,0,0,0,1,0
adolescent,3,0,1,0,0
adopt,47,0,1,0,3
adopted,60,0,5,4,0
adopting,12,0,0,1,0
adoption,11,0,0,1,1
adoptive,0,0,0,1,0
adopts,5,0,0,0,0
adoration,2,0,0,0,1
adore,0,0,1,0,0
adorned,1,0,0,0,0
adriatic,1,0,0,0,0
adroitness,1,0,0,0,0
adulation,1,0,0,0,0
adult,10,4,25,13,5
adulterated,2,0,0,0,0
adulterating,3,0,0,0,0
adulteration,5,0,0,0,0
adulthood,0,0,1,1,0
advance,15,8,21,48,24
advanced,11,7,20,10,21
advancedplacement,0,0,0,1,0
advancement,1,0,2,2,3
advancing,3,2,7,5,4
advantage,42,65,3,10,13
advantageous,10,0,0,0,0
advent,1,0,0,1,1
adventure,5,1,0,0,0
adventurous,1,0,0,0,0
adversar,0,1,0,0,0
adversary,41,3,8,0,8
adversary’s,2,0,0,0,0
adverse,5,0,0,0,0
adversely,2,0,0,0,0
adversity,3,0,1,3,3
advertise,3,0,0,0,0
advertised,2,0,0,0,0
advertisement,8,2,0,0,0
advertiser,0,1,0,0,0
advertising,0,3,0,0,1
advice,5,16,9,3,5
advisability,1,0,0,0,0
advisable,7,0,0,0,0
advise,1,0,0,1,3
advised,2,1,0,0,0
adviser,0,1,1,2,0
advising,0,0,1,0,1
advisor,0,8,8,4,3
advisors—the,0,0,0,0,1
advisory,1,1,0,1,0
advocacy,0,1,0,0,3
advocate,5,6,9,3,5
advocated,2,0,2,0,0
advocating,0,1,1,0,3
aeba,0,1,0,0,0
aegis,1,0,0,0,0
aerial,0,0,2,2,0
aeroplane,2,0,0,0,0
aerospace,0,0,2,0,1
aesthete,1,0,0,0,0
aesthetic,9,0,0,0,0
afar,1,2,1,0,0
affair,87,10,10,3,3
affairs—god,1,0,0,0,0
affair—,1,0,0,0,0
affect,5,25,16,7,6
affected,16,10,11,12,8
affecting,5,0,3,2,0
affecting…,0,1,0,0,0
affection,5,1,0,0,1
affectionately,0,3,0,0,0
affidavit,0,13,0,0,0
affiliate,0,0,6,1,11
affiliated,1,0,0,1,0
affiliation,0,0,0,1,2
affirm,0,1,3,4,1
affirmative,3,1,0,0,1
affirmed,0,1,2,0,0
affirming,0,0,3,0,0
afflict,1,0,0,0,0
afflicted,2,2,0,2,0
affliction,1,0,0,0,0
afflicts,1,0,0,0,0
affluence,0,0,0,1,0
affluent,0,0,0,0,1
afford,10,28,39,13,74
affordability,0,0,0,0,1
affordable,0,3,49,16,38
afforded,7,1,3,0,2
affording,0,0,1,0,1
affords,3,0,0,0,0
affront,0,0,0,0,1
afghan,0,9,55,10,67
afghani,0,0,4,0,0
afghanistan,0,172,112,85,125
afghanistan—after,0,0,0,1,0
afghanis…,0,0,1,0,0
afghany,0,0,1,0,0
afire,2,0,0,0,0
afl,0,0,1,0,0
aflcio,0,0,2,0,1
afloat,0,2,2,0,2
afloat—and,0,0,0,1,0
afoot,3,0,0,0,0
afraid,9,89,7,4,5
africa,3,14,22,28,35
african,5,34,2,12,24
africanamerican,0,12,1,2,2
africanamericans,0,6,2,0,0
aft,0,0,1,0,0
after,0,2,0,0,1
aftereffect,1,0,0,0,0
afterlife,3,0,0,0,0
aftermath,0,0,2,1,2
afternoon,6,12,19,1,10
afterthought,0,0,0,0,1
afterward,0,0,0,1,0
afterwards,24,6,8,0,1
after…,0,1,0,0,0
ag,0,6,0,0,0
again,0,35,2,0,1
against,0,4,0,0,0
against—a,1,0,0,0,0
against…,0,3,0,0,0
again—never,1,0,0,0,0
again…,0,1,1,0,0
age,50,67,76,18,35
aged,1,0,1,0,0
agelong,1,0,0,0,0
agency,1,22,35,27,15
agenda,0,46,31,6,29
agenda—with,0,0,0,1,0
agent,2,43,14,26,5
agerandisement,1,0,0,0,0
ages—yust,1,0,0,0,0
age—which,1,0,0,0,0
age…,0,0,1,0,0
agglomeration,1,0,0,0,0
aggrandised,1,0,0,0,0
aggrandisement,2,0,0,0,0
aggravate,1,0,0,0,0
aggravated,2,1,0,0,0
aggression,4,2,8,8,7
aggressive,5,9,3,13,4
aggressively,0,2,3,4,4
aggressor,5,0,2,0,1
agh,0,2,0,0,0
agile,1,0,0,1,0
agility,1,0,0,0,0
aging,0,0,8,1,5
agitate,1,0,0,1,0
agitated,1,9,0,0,0
agitating,2,0,0,0,0
agitation,6,1,0,0,0
agitation’,1,0,0,0,0
agitator,20,2,0,0,1
agitators’,1,0,0,0,0
aglow,1,0,0,0,0
agnostic,0,0,1,0,0
ago,35,622,113,47,121
agonized,0,0,0,1,0
agonizing,0,0,0,1,1
agony,0,2,1,0,0
agrade,0,0,0,0,1
agree,6,75,31,15,90
agreed,3,26,25,8,14
agreeing,0,6,0,0,0
agreement,8,37,36,20,48
agrees,0,11,0,0,5
agribusiness,0,0,0,0,1
agricultural,4,8,3,2,0
agriculture,1,29,8,1,3
aguilar,0,0,0,1,0
ah,0,22,0,0,1
ahasueruses,1,0,0,0,0
ahead,8,102,64,37,63
ahern,0,2,0,0,0
ahold,0,0,1,0,0
ai,0,2,2,0,0
aiaiai,0,1,0,0,0
aid,11,10,12,45,10
aide,0,3,0,0,0
aided,1,0,0,4,0
aiding,0,0,0,1,0
aidsfree,0,0,0,0,1
aid—but,0,0,0,1,0
aig,0,0,0,1,2
aignerclark,0,0,0,2,0
ail,0,0,0,0,1
ailing,0,0,0,0,1
ailment,1,0,0,0,0
aim,165,1,2,10,4
aimed,7,0,0,3,1
aiming,4,1,0,2,0
aimis,1,0,0,0,0
aimless,2,0,0,0,0
aimlessness,1,0,0,0,0
aims’,1,0,0,0,0
ainsworth,0,3,0,0,0
aint,0,4,0,0,0
air,15,116,42,17,19
airbase,0,4,1,0,0
airborne,0,0,2,0,1
airbrushed,0,0,0,0,1
aircraft,0,6,16,4,0
aire,0,0,0,0,1
aired,0,0,0,0,1
airfield,0,2,0,0,0
airground,0,1,0,0,0
airlift,0,2,6,1,0
airlifted,0,0,2,0,0
airline,0,0,11,3,2
airman,0,0,0,2,1
airplane,0,37,0,5,2
airport,0,36,54,5,6
airspace,0,0,1,0,0
airstrikes,0,0,2,0,0
airwave,0,1,0,0,0
airway,0,1,0,1,0
airy,1,0,0,0,0
aisha,0,0,3,0,0
aisle,0,0,3,2,4
akbar,0,2,0,0,0
akin,3,0,0,0,0
akron,0,2,0,0,0
aks,0,1,0,0,1
al,0,57,21,82,98
ala,4,0,0,0,0
alabama,0,61,9,6,5
alacrity,1,0,0,0,0
alamo,0,2,0,0,0
alan,0,7,0,0,15
alarm,4,1,0,1,1
alarmed,0,0,2,1,1
alarming,4,0,1,1,0
alarmist,0,1,0,0,0
alaska,0,20,6,0,0
alassad,0,0,0,0,2
alaykum,0,0,0,0,1
alazhar,0,0,0,0,2
albag,0,1,0,0,0
albaghdadi,0,21,0,0,0
albania,0,0,1,1,0
albert,0,0,2,1,0
albuquerque,0,0,1,0,0
alcatraz,0,0,0,1,0
alchemist,1,0,0,0,0
alcohol,1,3,0,0,0
alcoholic,1,0,0,0,0
aldama,0,0,0,0,1
alderman,0,0,4,0,0
alderwoman,0,0,1,0,0
aldous,0,0,0,1,0
aldrin,0,0,0,0,1
alec,0,3,0,0,0
aleman,0,0,0,0,1
alert,2,0,4,3,0
alerted,0,0,0,1,0
alex,0,13,2,0,0
alexander,1,0,1,0,0
alexandria,0,2,0,0,0
alexis,0,2,0,0,0
alfarth,1,0,0,0,0
alfons,0,1,0,0,0
algebra,0,0,0,0,1
algorithm,0,1,0,0,0
ali,0,4,0,0,1
alia,1,0,0,0,0
alice,0,2,0,0,1
alien,22,174,0,4,0
alienable,0,0,1,0,0
alienate,0,0,0,0,2
alienating,1,0,0,0,1
aliens,0,1,0,0,0
alien…,0,1,0,0,0
alight,1,0,0,0,0
align,0,0,2,0,5
aligned,0,1,1,0,1
alike,3,0,4,0,8
alina,0,5,0,0,0
alithia,0,1,0,0,0
alito,0,0,0,2,0
alive,11,18,9,0,9
all,0,31,1,0,2
allah,0,0,0,2,0
allahu,0,2,0,0,0
allamerican,0,6,0,0,0
allawi,0,0,0,1,0
allay,0,0,0,0,1
allblack,0,0,0,0,1
allegation,0,1,0,0,0
alleged,1,1,0,0,3
allegedly,0,3,2,0,0
alleges,0,2,0,0,0
allegheny,0,1,0,0,0
allegiance,2,6,0,1,8
allen,0,6,1,3,4
allentown,0,4,1,0,1
allergy,0,0,0,1,0
alles,6,0,0,0,0
alleviate,0,0,1,1,0
alleviating,0,1,0,0,0
alley,0,0,6,0,0
allhandsondeck,0,0,1,0,0
alliance,135,6,12,6,22
alliancebuilding,0,0,0,0,1
allie,0,1,1,0,0
allied,9,1,5,3,0
allimportant,1,1,0,0,0
allin,0,0,0,0,1
allison,0,1,0,0,1
allocate,1,0,0,0,0
allocated,0,1,0,0,0
allofamerica,0,1,0,0,0
alloftheabove,0,0,0,0,3
allot,0,1,0,0,0
allotted,10,0,1,0,0
allout,0,2,0,0,1
allow,48,188,47,39,42
allowance,3,0,0,0,1
allowed,38,318,14,14,28
allowing,16,39,11,12,5
allows,4,10,9,8,13
allpervading,2,0,0,0,0
allpowerful,0,0,0,1,0
allround,4,0,0,0,0
allsolar,0,0,0,0,1
allstar,0,1,0,0,0
alltime,0,16,0,2,4
alluded,0,2,0,0,2
allum,0,1,0,0,0
alluring,4,0,0,0,0
allweather,0,0,0,1,0
allwind,0,0,0,0,1
ally,46,16,95,60,74
allyn,0,3,0,0,0
ally—their,0,0,0,1,0
all—a,1,0,0,0,0
all—and,0,0,0,1,0
all’,1,0,0,0,0
all…,0,7,0,0,0
almighty,6,1,0,2,0
almost,103,320,49,19,29
almost…,0,1,0,0,0
aloft,1,0,1,0,0
alone,96,85,28,19,54
alone…,0,1,0,0,0
along,35,236,69,30,44
alongside,1,6,14,3,3
along…,0,1,1,0,0
alons,0,2,0,0,0
alonzo,0,1,0,0,0
aloof,1,0,0,0,0
aloud,0,0,1,0,0
alp,2,0,0,0,0
alpha,0,0,4,0,0
alphabet,1,0,0,0,0
alphonse,0,16,0,0,0
alphonse…,0,1,0,0,0
alpine,1,0,0,0,0
alqaeda,0,2,6,3,0
alqaedas,0,0,0,1,0
already,124,179,128,36,117
already…,0,1,0,0,0
alsace,2,0,0,0,0
alsacelorraine,3,0,0,0,0
alshabab,0,0,1,0,0
also,322,609,326,157,314
also…,0,1,0,0,0
alsuhail,0,0,0,1,0
altar,5,0,0,0,0
alter,13,0,2,1,1
alteration,6,0,0,0,0
altercation,0,0,0,0,2
altered,10,3,0,0,0
altering,0,0,1,0,2
alternate,1,0,0,0,0
alternating,1,0,0,0,0
alternative,19,4,11,15,5
alternatively,0,0,0,0,1
alternatives—either,1,0,0,0,0
altes,1,0,0,0,0
although,50,50,20,0,17
although—,1,0,0,0,0
altogether,3,1,1,0,5
altruistic,0,0,0,0,1
aluminum,0,10,1,2,0
alumnus,0,0,1,0,2
alveda,0,7,0,0,0
alvin,0,7,0,0,0
always,320,414,124,50,112
alyssa,0,0,2,0,0
alzheimer,0,0,2,0,1
alzheimers,0,0,0,2,0
am,0,7,0,0,0
ama,0,0,0,1,0
amalgamating,1,0,0,0,0
amalgamation,2,0,0,0,0
amanda,0,1,0,0,3
amann,2,0,0,0,0
amassed,1,1,0,0,2
amasses,1,0,0,0,0
amateur,0,2,0,0,0
amaze,0,0,1,0,0
amazed,8,7,3,0,0
amazement,2,0,1,0,0
amazes,0,0,1,0,0
amazing,6,194,11,5,11
amazingly,0,1,0,0,0
amazon,0,2,3,0,0
ambassador,0,14,11,4,0
amber,0,1,0,0,0
amberjack,0,1,0,0,0
ambiguity,1,0,0,0,1
ambiguous,0,0,0,0,1
ambiguously,1,0,0,0,0
ambition,7,1,19,18,6
ambitions—who,0,0,0,0,1
ambitious,3,2,9,5,4
ambivalence,0,0,0,0,2
ambrose,0,0,1,0,1
ambulance,0,0,2,0,0
ambulancetrain,3,0,0,0,0
ambush,0,0,1,1,0
ambushed,0,0,2,0,0
ame,0,0,0,0,2
amelia,0,0,0,0,1
ameliorate,2,0,1,0,0
ameliorated,2,0,1,0,0
amelioration,1,0,0,0,0
ameliorative,1,0,0,0,0
amend,0,1,0,0,0
amended,1,0,0,0,0
amendment,0,125,2,2,3
amends,3,1,0,0,1
amenity,1,0,0,0,0
america,15,1214,561,524,688
americafirst,0,3,0,0,0
american,18,1144,750,443,834
americanborn,0,0,0,0,1
americanmade,0,0,1,0,1
americanmanufactured,1,0,0,0,0
americano,0,1,0,0,0
americanos,0,0,0,0,1
americans,0,1,1,0,0
americans—democrats,0,0,0,0,1
americans…,0,1,0,0,0
american…,0,1,0,0,0
americast,0,1,0,0,0
america—an,0,0,0,1,0
america—i,0,0,0,0,1
america—that,0,0,0,0,1
america—the,0,0,0,0,2
america—they,0,0,0,0,2
america…,0,2,0,0,0
americorps,0,0,1,1,0
amerie,0,1,0,0,0
amiable,1,0,0,0,0
amicable,1,0,0,0,0
amid,8,1,2,2,5
amidst,2,0,0,0,5
amir,0,0,1,0,0
amiss,1,0,0,0,0
amman,0,0,0,0,1
ammo,0,0,1,0,0
ammunition,3,18,2,0,2
amnesia,0,1,0,0,0
amnesty,0,14,0,14,4
among,220,39,66,23,30
amongst,2,0,1,2,0
amorous,1,0,0,0,0
amount,40,86,30,8,16
amounted,6,0,1,0,0
amounting,1,1,0,0,0
amounts…,0,1,0,0,0
amphibious,0,0,1,1,0
ample,3,0,2,1,1
amplify,0,0,2,0,0
amplifying,0,0,1,0,1
amply,1,0,0,1,1
amputated,0,0,0,1,1
amputee,0,0,1,1,0
amsterdam,0,1,0,0,0
amtrak,0,0,28,0,1
amusement,1,0,0,0,0
amusing,3,0,0,0,0
amy,0,19,0,0,0
an,0,0,2,0,0
ana,0,0,0,0,2
analogous,4,0,0,0,0
analogy,0,1,0,0,1
analphabetic,1,0,0,0,0
analyse,2,0,0,0,0
analysed,1,0,0,0,0
analysing,3,0,0,0,0
analysis,7,3,5,3,2
analyst,0,8,2,4,1
analytics,0,0,1,0,0
analyze,0,0,1,6,0
analyzed,0,4,1,0,1
analyzing,0,0,0,1,0
anarchist,0,8,0,0,0
anarchy,1,7,0,0,0
anbar,0,0,0,8,0
ancestor,8,10,1,1,2
ancestral,1,0,1,0,1
ancestry,0,0,0,0,1
anchor,0,10,0,0,4
anchored,0,0,1,0,3
ancient,20,6,2,3,5
and,0,23,1,0,1
andahalf,0,1,0,0,0
andalusia,0,0,0,0,1
andelgaby,0,1,0,0,0
anderson,0,3,4,0,0
andmoderate,1,0,0,0,0
andor,0,1,6,0,0
andra,0,0,0,0,2
andreas,1,0,0,0,0
andrew,0,30,1,1,3
andré,0,2,0,0,0
ands,0,0,0,0,1
andsurely,0,0,0,0,1
andy,0,17,2,1,0
and—some,0,0,0,0,1
and…,0,6,2,0,0
anemic,0,0,1,0,0
aneurysm,0,0,2,0,0
anew,10,0,1,3,6
ang,0,0,7,0,0
angel,0,1,2,2,3
angela,0,15,1,0,0
angeles,0,18,13,1,1
angelo,0,0,2,0,0
anger,10,15,6,6,5
angered,1,2,1,0,0
angle,5,1,0,0,0
anglo,2,0,0,0,0
anglogermanitalian,1,0,0,0,0
anglojewish,1,0,0,0,0
anglosaxon,3,0,0,0,0
angola,0,3,0,0,0
angrily,1,2,0,0,0
angry,3,69,3,3,3
anguish,1,1,0,0,3
anhour,0,0,1,0,0
animadversion,1,0,0,0,0
animal,18,17,0,1,0
animated,2,0,1,0,0
animates,2,0,0,0,0
animating,1,0,0,0,0
animosity,2,0,0,1,0
ankara,0,0,0,0,1
ankle,0,0,1,0,0
ann,0,0,1,2,1
anna,0,0,1,0,0
annabel,0,1,0,0,0
annals,2,0,0,0,0
annan,0,0,0,4,0
annapolis,0,3,0,0,2
anne,0,1,0,2,1
annell,0,0,2,0,0
annexed,1,0,0,0,0
annie,0,2,5,0,0
annihilate,2,0,0,0,0
annihilated,3,1,0,0,0
annihilating,3,0,0,0,0
annihilation,6,1,0,0,0
anniversary,3,3,7,3,5
announce,1,34,6,7,6
announced,8,74,55,7,17
announcement,1,10,8,4,5
announcer,0,5,0,0,0
announces,0,1,0,4,2
announce…,0,1,0,0,0
announcing,1,13,30,5,12
annoyance,1,0,0,0,0
annoyed,3,0,0,0,0
annual,1,2,5,5,5
annually,0,0,3,1,0
anoint,0,1,0,0,0
anointed,0,0,0,0,1
anomaly,1,0,0,0,0
anonymity,1,0,0,0,0
anonymous,2,0,1,0,0
another,178,351,136,50,104
another—and,0,0,0,1,0
another—the,1,0,0,0,0
another’s,1,0,0,0,0
another…,0,1,0,0,0
answer,38,83,45,17,49
answered,12,4,1,4,3
answering,3,1,2,1,1
ant,2,0,0,0,0
antagonism,2,0,0,0,1
antagonistic,2,0,0,0,0
ante,0,0,1,0,0
antecedent,0,0,1,0,0
anthem,3,8,0,1,3
anthony,0,8,0,0,1
anthrax,0,0,0,6,0
anthropoid,1,0,0,0,0
anti,4,6,0,0,0
antiamerican,0,19,0,0,0
antibiotic,0,0,0,1,0
antibody,0,4,4,0,0
antibullying,0,0,0,0,1
antibusiness,0,0,1,0,0
antic,2,1,0,0,0
anticancer,0,0,1,0,0
antichristian,0,2,0,0,0
anticipate,0,1,1,2,3
anticipated,3,6,6,2,2
anticipating,0,0,1,1,0
anticipation,0,0,3,0,1
anticlimb,0,2,0,0,0
anticompetitive,0,0,2,0,0
anticorporation,0,0,1,0,0
anticorruption,0,0,2,0,1
antidiscrimination,0,0,0,0,1
antidote,0,0,1,0,0
antidrug,0,0,0,1,0
antienergy,0,2,0,0,0
antifa,0,25,0,0,0
antifah,0,1,0,0,0
antifamily,0,1,0,0,0
antifracking,0,1,0,0,0
antifraud,0,0,0,0,1
antifuel,0,1,0,0,0
antigay,0,0,1,0,0
antigerman,7,0,0,0,0
antiintellectualism,0,0,0,0,1
antijewish,1,0,0,0,0
antilgbtq,0,0,1,0,0
antinational,6,0,0,0,0
antioil,0,2,0,0,0
antiparliamentarian,1,0,0,0,0
antipathy,10,0,0,0,0
antipolice,0,4,0,0,0
antipoverty,0,0,0,0,1
antiprussian,3,0,0,0,0
antiquated,5,0,1,0,0
antique,1,0,0,0,0
antiquity,0,0,1,0,0
antiretroviral,0,0,0,2,0
antiroyalist,1,0,0,0,0
antiscience,0,1,0,0,0
antisemitic,7,0,1,0,0
antisemitism,8,1,2,0,3
antitank,0,1,0,0,0
antithesis,1,0,0,0,0
antitrust,0,0,3,0,0
antiviral,0,0,2,0,0
antivoting,0,0,3,0,0
antiwoman,0,0,1,0,0
antiwomen,0,1,0,0,0
antiworker,0,0,1,0,0
anton,2,0,0,0,0
antonin,0,1,0,0,0
antsy,0,0,0,0,1
anvil,1,0,0,0,0
anwar,0,5,0,0,0
anwr,0,21,0,0,0
anxiety,19,0,6,1,8
anxious,7,1,5,3,2
anxiously,2,0,2,0,0
any,0,4,1,0,0
anybody,15,398,45,2,16
anybody’s,1,0,0,0,0
anybody…,0,0,1,0,0
anyhow,14,0,0,0,0
anymore,0,195,9,1,10
anyone,27,100,61,11,32
anyplace,0,2,0,0,0
